text,seg_label,cls_label,ner_label
中资金融机构新增存款356.5亿元，比上月多增135.6亿元；而外资银行存款却减少35.6亿元，,B I I I I I B I B I O O O O O B I O B I O B I O O O O O B I O O B I B I I I O B I O O O O B I O,财经,B-organization I-organization I-organization I-organization I-organization I-organization O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
并且外资行在外汇存款上也遭遇了滑铁卢，10月，中资金融机构新增外汇存款3.3亿美元，同比多增1.,B I B I I I B I B I O O B I O B I I O O O O O B I I I I I B I B I B I O O O B I I O B I B I O O,财经,O O B-company I-company I-company O O O O O O O O O O O O O O O O O O B-company I-company I-company I-company I-company I-company O O O O O O O O O O O O O O O O O O O
中远集团总裁魏家福11月曾表示，在面对经济危机时，中远就迅速采取应急措施，,B I I I B I B I I O O O O B I O O B I B I I I O O B I O B I B I B I B I O,财经,B-company I-company I-company I-company B-position I-position B-name I-name I-name O O O O O O O O O O O O O O O O B-company I-company O O O O O O O O O O
从央行上海总部公布的数据来看，中外资行的存款明显发生了“反向”运动。11月，,O B I I I I I B I O B I B I O B I I I O B I B I B I O O B I O B I O O O O O,财经,O B-government I-government I-government I-government I-government I-government O O O O O O O O B-company I-company I-company I-company O O O O O O O O O O O O O O O O O O O
银行方面需要通过引导消费来扩大内需。”交通银行零售信贷管理部副总经理王学武向记者表示。记者了解到，,B I B I B I B I B I B I O B I I I O O B I I I I I I I I I I B I I I B I I O B I B I O B I B I O O,财经,O O O O O O O O O O O O O O O O O O O B-company I-company I-company I-company I-company I-company I-company I-company I-company I-company I-company B-position I-position I-position I-position B-name I-name I-name O B-position I-position O O O B-position I-position O O O O
王学武则表示，“交行目前依然把个人住房按揭贷款视为优质业务。”他透露，,B I I O B I O O B I B I B I O B I I I B I B I B I B I B I O O O B I O,财经,B-name I-name I-name O O O O O B-company I-company O O O O O O O O O O O O O O O O O O O O O O O O O
薛女士回忆，在星展银行开户后，客户经理黄先生每天打电话向她推荐股票。“他们说能拿到打折的股票，,O B I B I O O B I I I B I O O B I I I B I I B I B I I O O B I B I O O B I O O B I B I O B I O,财经,O O O O O O O B-company I-company I-company I-company O O O O B-position I-position I-position I-position O O O O O O O O O O O O O O O O O O O O O O O O O O O O
星展银行否认与雷曼迷债客户和解,B I I I B I O B I B I B I B I,财经,B-company I-company I-company I-company O O O B-company I-company O O O O O O
金管局的关注与调查。如何保护内地个人投资者利益，也理应摆到内地监管者面前。,B I I O B I O B I O B I B I B I B I B I I B I O O B I O O B I B I I B I O,财经,B-organization I-organization I-organization O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
康奈尔大学金融学教授黄明告诉记者，,B I I I I B I I I I B I B I B I O,财经,B-organization I-organization I-organization I-organization I-organization B-position I-position I-position I-position I-position B-name I-name O O B-position I-position O
星展银行程兵：70%资金放在成熟市场,B I I I B I O O O O B I B I B I B I,财经,B-company I-company I-company I-company B-name I-name O O O O O O O O O O O O
这家公司的负责人是河北男子赵杰。他说，该公司是其委托中介在美国办理的注册手续，,B I B I O B I I O B I B I B I O O O O O B I O O B I B I O B I B I O B I I I O,财经,O O O O O B-position I-position I-position O B-address I-address O O B-name I-name O O O O O O O O O O O O O O O O O O O O O O O O
花旗银行”名义对外从事金融投资等银行业务。执法人员当场要求其立即停止经营活动，消除经营场所内的“,B I I I I B I B I B I B I B I O B I I I O B I I I B I B I O B I B I B I B I O B I B I I I O O O,财经,B-company I-company I-company I-company I-company O O O O O O O O O O O O O O O O B-position I-position I-position I-position O O O O O O O O O O O O O O O O O O O O O O O
在银行“放贷忙”的同时，企业是否也在“抢贷忙”呢？佘闵华认为：“目前出现的很多都是政府拉动项目，,O B I O B I O O O B I O B I B I O O O B I O O O O B I I B I O O B I B I O B I O O B I B I B I O,财经,O O O O O O O O O O O O O O O O O O O O O O O O O B-name I-name I-name O O O O O O O O O O O O O O O O O O O O
放贷人条例草案已经提交国务院法制办,B I I B I B I B I B I B I I I I I,财经,O O O O O O O O O O O B-address I-address I-address I-address I-address I-address
金港信托多款五星级证券信托基金产品跑赢大盘,B I I I B I B I I B I B I B I B I O O B I,财经,B-company I-company I-company I-company O O O O O O O O O O O O O O O O O
1981年2月，成钢进入该银行工作。1997年10月，双方签订了无固定期限的劳动合同。去年下半年，,O O O O O O O O B I B I O B I B I O O O O O O O O O O B I B I O O B I B I O B I I I O B I B I I O,财经,O O O O O O O O B-name I-name O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
公安机关以成钢涉嫌非法经营对他予以刑事拘留，他随后被取保候审。银行按照内部“奖惩条例”规定，,B I I I O B I B I B I I I O O B I B I I I O O B I O B I I I O B I B I B I O B I I I O B I O,财经,B-government I-government I-government I-government O B-name I-name O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
2007年7至8月，薛女士在星展银行香港分行业务人员黄先生的多次游说下，,O O O O O O O O O O O B I O B I I I I I I I B I I I B I I O B I B I O O,财经,O O O O O O O O O O O O O O B-company I-company I-company I-company I-company I-company I-company I-company O O O O O O O O O O O O O O
花旗中国董事长欧兆伦表示：“我们深刻理解在国内农村地区拓展金融服务范围、,B I B I B I I B I I B I O O B I B I I I O B I B I B I B I B I I I B I O,财经,B-company I-company O O B-position I-position I-position B-name I-name I-name O O O O O O O O O O O O O O O O O O O O O O O O O O
以及花旗在风险管理和世界其他市场开展小额贷款的经验，花旗信贷完全可以实现商业可持续。,B I B I O B I I I O B I B I B I B I B I I I O B I O B I B I B I B I B I B I O B I O,财经,O O B-company I-company O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
花旗中国执行副行长石安楠则强调了确保花旗信贷成为花旗在华业务中一个持续盈利点的重要性。他说，,B I B I B I I I I B I I I B I O B I B I B I B I B I O O B I O B I B I B I O O B I I O O O O,财经,B-company I-company O O B-position I-position I-position I-position I-position B-name I-name I-name O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
记者从花旗方面了解到，花旗信贷的注册资金为1700万元人民币，将提供两类产品，即抵押和无抵押贷款，,B I O B I B I B I O O B I B I O B I I I O O O O O B I B I I O O B I B I B I O O B I O O B I B I O,财经,B-position I-position O B-company I-company O O O O O O B-company I-company O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
花旗信贷的客户定位是个人、个体户和中小企业，只有在对市场有了更进一步了解之后才会拓宽客户群。,B I I I O B I B I O B I O B I I O B I I I O B I O O B I O O B I I I B I B I O O B I B I I O,财经,B-company I-company I-company I-company O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
正在美国耶鲁大学做访问学者的中国社会科学院金融研究所银行研究室主任曾刚表示，,B I B I I I I I O B I I I O B I I I I I I I I I I I I I I I I B I B I B I O,财经,O O B-organization I-organization I-organization I-organization I-organization I-organization O B-position I-position I-position I-position O B-government I-government I-government I-government I-government I-government I-government I-government I-government I-government I-government I-government I-government I-government I-government I-government I-government B-position I-position B-name I-name O O O
花旗危机：美国超前消费的终结,B I B I O B I B I I I O B I,财经,B-company I-company O O O O O O O O O O O O
花旗银行贷款子公司落户公安,B I I I B I B I I B I B I,财经,B-company I-company I-company I-company O O B-company I-company I-company O O B-address I-address
也许是受10月底央行宣布的个人住房贷款利率下限扩大、首付比例降低的利好消息刺激，,B I O O O O B I B I B I O B I B I I I B I B I B I O B I B I B I O B I B I B I O,财经,O O O O O O O O B-government I-government O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
某外资银行行长告诉记者，根植于追求个人利益最大化基础上的“囚徒困境”，,B I I I I B I B I B I O B I O B I B I I I B I I B I O O O B I B I O O,财经,B-company I-company I-company I-company I-company B-position I-position O O B-position I-position O O O O O O O O O O O O O O O O O O O O O O O O
群益证券程娇翼预测，净息差的大幅收窄将造成各大银行2009年净利润增速大幅下降，,B I I I B I I B I O O B I O B I B I O B I B I B I O O O O O B I I B I B I B I O,财经,B-company I-company I-company I-company B-name I-name I-name O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
新版澳门元钞票票面尺寸、色调与现行流通中的中国银行澳门元钞票一致。,B I B I I B I B I B I O B I O B I B I O O B I I I B I I B I B I O,财经,O O O O O O O O O O O O O O O O O O O O O B-company I-company I-company I-company O O O O O O O O
分别是妈阁庙、大三巴牌坊、岗顶剧院、东望洋炮台、郑家大屋和民政总署大楼。,B I O B I I O B I I I I O B I I I O B I I I I O B I I I O B I I I I I O,财经,O O O B-scene I-scene I-scene O B-scene I-scene I-scene I-scene I-scene O B-scene I-scene I-scene I-scene O B-scene I-scene I-scene I-scene I-scene O B-scene I-scene I-scene I-scene O B-scene I-scene I-scene I-scene I-scene I-scene O
钞票背面以澳门中国银行大厦为主景图案，衬景选取澳门四座大桥形象，,B I B I O B I I I I I I I B I O B I O B I B I B I B I B I B I O,财经,O O O O O B-scene I-scene I-scene I-scene I-scene I-scene I-scene I-scene O O O O O O O O O O O O O O O O O O O
渣打银行：亚洲经济将在调整中积蓄力量,B I I I O B I B I O O B I O B I B I,财经,B-company I-company I-company I-company O O O O O O O O O O O O O O
渣打银行成为首家披露房贷细则外资银行,B I I I B I B I B I B I B I B I I I,财经,B-company I-company I-company I-company O O O O O O O O O O O O O O
香港证监会谴责渣打：没有以客户最佳利益为重,B I I I I B I B I O B I O B I B I B I B I,财经,B-government I-government I-government I-government I-government O O B-company I-company O O O O O O O O O O O O
渣打银行开始开展在中国的村镇银行业务,B I I I B I B I O B I O B I I I I I,财经,B-company I-company I-company I-company O O O O O O O O B-company I-company I-company I-company O O
每日经济新闻》表示，央行已经在查证这一情况，并在等待受访相关部门就假钞事件的情况做出回复。,B I I I I I I B I O B I B I O B I B I B I O O O B I B I B I I I O B I B I O B I B I B I O,财经,B-book I-book I-book I-book I-book I-book I-book O O O B-government I-government O O O O O O O O O O O O O O O O B-government I-government I-government I-government O O O O O O O O O O O O O
查证这一情况。眼下央行正等待相关部门就假钞事件的情况做出回复。,B I B I B I O B I B I B I I B I B I O B I B I O B I B I B I O,财经,O O O O O O O O O B-government I-government O O O O O O O O O O O O O O O O O O O O
昨日，记者从央行上海总部了解到，央行留意到了网上的传言，并且已经同各银行业务部门进行联系和沟通，,B I O B I O B I B I B I B I O O B I B I I O B I O B I O B I B I O O B I I I B I B I B I O B I O,财经,O O O B-position I-position O B-company I-company O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
包括工行、深圳平安银行、深发展在内的多家银行悄悄办理起了房贷优惠的申请。所谓悄悄，,B I B I O B I I I I I O B I I B I O B I B I B I B I O O B I B I O B I O B I B I O,财经,O O B-company I-company O B-company I-company I-company I-company I-company I-company O B-company I-company I-company O O O O O O O O O O O O O O O O O O O O O O O O O O
房贷经理给出的解释是各家银行识别优质客户的标准不一样，而且总行给各地分行的只是一个大概指引，,B I I I B I O B I O B I B I B I B I B I O B I O B I O B I B I O B I B I O B I B I B I B I O,财经,B-position I-position I-position I-position O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
要等细则出来了才能办理。张小斌身边的同事和朋友后来纷纷去各自的银行咨询，也得到了同样的回答。,O O B I B I O B I B I O B I I B I O B I O B I B I B I O B I O B I B I O O B I O B I O B I O,财经,O O O O O O O O O O O O B-name I-name I-name O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
目前，还有包括广州商业银行、唐山商业银行等超过20家城市商业银行的重组仍未完成，,B I O B I B I B I I I I I O B I I I I I O B I O O O B I B I I I O B I O O B I O,财经,O O O O O O O B-company I-company I-company I-company I-company I-company O B-company I-company I-company I-company I-company I-company O O O O O O O O O O O O O O O O O O O O
城商行闯关：800亿元剥离趟开华山道,B I I B I O O O O B I B I O O B I I,财经,O O O O O O O O O O O O O O O B-scene I-scene I-scene
银监会监管二部主任楼文龙最近在接受采访时表示，全国共有60,B I I I I I I B I B I I B I O B I B I O B I O B I B I O O,财经,B-government I-government I-government I-government I-government I-government I-government B-position I-position B-name I-name I-name O O O O O O O O O O O O O O O O O
我们将信贷类产品划到了高风险产品之列，对于风险承受能力差的客户，一般向其推荐央行票据、债券等。”,B I O B I B I I B I O B I I B I O O O B I B I B I I I O O B I O B I O O B I B I B I O B I O O O,财经,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-government I-government O O O O O O O O
普益财富有关专家表示，新发行的产品主要以相关企业担保为主，,B I I I B I B I B I O O B I O B I B I O B I B I B I B I O,财经,B-company I-company I-company I-company O O B-position I-position O O O O O O O O O O O O O O O O O O O O O
利率下调引发了信贷类产品收益下降。”普益财富有关专家表示。“由于存在利率风险，,B I B I B I O B I B I I B I B I O O B I I I B I B I B I O O B I B I B I B I O,财经,O O O O O O O O O O O O O O O O O O B-company I-company I-company I-company O O B-position I-position O O O O O O O O O O O O O
民生银行一位不愿透露姓名的理财师表示，“目前银行发行的一年期信贷类产品收益率为4.1~4.5%，,B I I I B I B I B I B I O B I I B I O O B I B I B I O B I I B I B I I B I I O O O O O O O O O O,财经,B-company I-company I-company I-company O O O O O O O O O B-position I-position I-position O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1月6日，工行北京分行、首创股份、北京产权交易所三方签署国内首笔并购贷款合作意向协议，此外，,O O O O O B I I I I I O B I I I O B I I I I I I B I B I B I B I B I B I B I I I B I O B I O,财经,O O O O O B-company I-company I-company I-company I-company I-company O B-company I-company I-company I-company O B-company I-company I-company I-company I-company I-company I-company O O O O O O O O O O O O O O O O O O O O O O
据统计，去年11月央行大幅降息后，调整后的信贷类理财产品收益率也大幅下降，,B I I O B I O O O B I B I B I O O B I O O B I O B I I I B I I O B I B I O,财经,O O O O O O O O O B-government I-government O O O O O O O O O O O O O O O O O O O O O O O O O O
央行：房贷新政加大对居民住房消费金融支持,B I O B I B I B I O B I B I B I B I B I,财经,B-government I-government O O O O O O O O O O O O O O O O O O
一般情况下，银行都只要求存量房贷客户的商业贷款总额不低于30万元，而华夏、,B I B I O O B I O O B I B I B I B I O B I I I B I O B I O O B I O O B I O,财经,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-company I-company O
早在2008年11月份央行上海总部发布货币信贷运行报告时，市场便猜测未来几月上海房贷将会出现增加。,O O O O O O O O O B I B I B I B I B I B I B I B I B I O O B I O B I B I B I B I B I B I B I B I O,财经,O O O O O O O O O O O B-government I-government O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
2008年沪上房贷市场波动异常明显。央行上海总部在昨日发布的《2008年上海市货币信贷运行情况》,O O O O O O O B I B I B I B I B I O B I I I I I O B I B I O B I I I I I I I I I I I I I I I I I,财经,O O O O O O O O O O O O O O O O O O B-government I-government I-government I-government I-government I-government O O O O O O B-book I-book I-book I-book I-book I-book I-book I-book I-book I-book I-book I-book I-book I-book I-book I-book I-book I-book
只要购房者在央行征信系统里有过贷款记录，不管是否结清，按照第二套住房对待”。,B I B I I O B I B I B I O O O B I B I O B I B I B I O B I B I I B I B I O O,财经,O O O O O O B-government I-government O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
北京一地产经纪公司的贷款部人士明确告诉记者，对于将第一套房的贷款结清后将其出让，,B I O B I B I B I O B I O B I B I B I B I O B I O B I B I O B I B I O O O B I O,财经,B-address I-address O O O O O O O O O O O O O O O O O B-position I-position O O O O O O O O O O O O O O O O O O O
银监会新闻处人士向记者表示，在新政策出台之前，各商业银行仍应执行“9·27”政策。,B I I I I I B I O B I B I O O O B I B I B I O O B I I I B I B I O O O O O O B I O,财经,B-government I-government I-government I-government I-government I-government O O O B-position I-position O O O O O O O O O O O O O B-company I-company I-company I-company O O O O O O O O O O O O O
通过走访北京各商业银行的个人贷款部门，记者了解到，目前北京的大部分商业银行仍在严格执行央行“9·,B I B I B I O B I I I O B I B I B I O B I B I O O B I B I O B I I B I I I O O B I I I B I O O O,财经,O O O O B-address I-address O O O O O O O O O O O O O B-position I-position O O O O O O B-address I-address O O O O O O O O O O O O O O B-government I-government O O O
宏源证券研究员杨国华表示，目前商业银行对二套房贷的执行力度有一定差别，难以拿捏分寸，,B I I I B I I B I I B I O B I B I I I O B I B I O B I B I O B I B I O B I B I B I O,财经,B-company I-company I-company I-company B-position I-position I-position B-name I-name I-name O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
只好把几乎所有二套房贷“一竿子打死”，主要原因是央行和银监会没有出台针对“国六条”的操作细则，“,B I O B I B I B I B I O B I I I O O O B I B I O B I O B I I B I B I B I O O B I O O B I B I O O,财经,O O O O O O O O O O O O O O O O O O O O O O O O B-government I-government O B-government I-government I-government O O O O O O O O O O O O O O O O O O
即使是在同一银行的不同分行，对二套房贷的执行力度也有明显不同。一家银行的另一客户经理表示：“,B I O O B I B I O B I B I O O B I B I O B I B I O O B I B I O B I B I O O O B I I I B I O O,财经,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-position I-position I-position I-position O O O O
1月9日，市民李先生在规定日期内到建设银行东四支行还贷，按照最新的房贷利息标准，,O O O O O B I B I I O B I B I B I B I I I I I I I B I O B I B I O B I B I B I O,财经,O O O O O O O O O O O O O O O O O B-company I-company I-company I-company I-company I-company I-company I-company O O O O O O O O O O O O O O O
央行于去年12月发布了存量房贷利率下调的通知，但李先生本月仍旧要还5600元，,B I O B I O O O B I O B I B I I I B I O B I O O B I I B I B I O O O O O O O O,财经,B-government I-government O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
招商银行武汉分行存量房贷利率自动七折,B I I I I I I I B I B I I I B I B I,财经,B-company I-company I-company I-company I-company I-company I-company I-company O O O O O O O O O O
2月1日起工行存量房贷自动转7折,O O O B I B I B I B I B I O O O,财经,O O O O O B-company I-company O O O O O O O O O
昨天，小朱的代理人拿出一张银行的信用卡宣传页表示，里面提到民生信用卡免首年年费，,B I O B I O B I I B I B I B I O B I I B I O B I O B I B I B I B I I B I O B I O,财经,O O O O O O B-position I-position I-position O O O O O O O O O O O O O O O O O O O O B-company I-company O O O O O O O O O
今年24岁的小朱诉称，去年7月，民生银行派员入户办理信用卡，业务员口头承诺第一年不收年费，,B I O O O O O O B I O B I O O O B I I I B I B I B I B I I O B I I B I B I B I I B I B I O,财经,O O O O O O O O O O O O O O O O B-company I-company I-company I-company O O O O O O O O O O B-position I-position I-position O O O O O O O O O O O O
有的甚至可能出现零增长或负增长。记者从一家股份制银行获悉，2008年个人贷款增速在10%左右。,O O B I B I B I B I I O B I I O B I O B I B I I I I B I O O O O O O B I B I B I O O O O B I O,财经,O O O O O O O O O O O O O O O O B-position I-position O O O B-company I-company I-company I-company I-company O O O O O O O O O O O O O O O O O O O O O
中行个人贷款余额2008年也新增了630多亿元。截至去年12月末，中行个人贷款余额超过6445亿元。,B I B I B I B I O O O O O O B I O O O O B I I O B I B I O O B I O B I B I B I B I B I O O O O B I O,财经,B-company I-company O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-company I-company O O O O O O O O O O O O O O O
工商银行近日公布的数据显示，工行个人类贷款去年新增773亿元，而工行2007年年报显示，,B I I I B I B I O B I B I O B I O B I B I B I B I O O O B I O O B I O O O O O B I B I O,财经,B-company I-company I-company I-company O O O O O O O O O O B-company I-company O O O O O O O O O O O O O O O O B-company I-company O O O O O O O O O O
2008年工行个人贷款新增规模比2007年减少56%，萎缩过半。,O O O O O B I B I B I B I B I O O O O O O B I O O O O B I B I O,财经,O O O O O B-company I-company O O O O O O O O O O O O O O O O O O O O O O O O O
湖南一星律师事务所叶翔锋律师表示，银行在进行此项收费时并未告知储户具体原因，,B I I I I I I I I B I I B I B I O B I O B I B I B I O B I B I B I B I B I O,财经,B-company I-company I-company I-company I-company I-company I-company I-company I-company B-name I-name I-name B-position I-position O O O O O O O O O O O O O O O O O O O O O O O O
银行打印贷款明细详单要不要收费？记者首先做了一个面上的调查，结果显示，在长沙的各家银行，,B I B I B I B I B I O B I B I O B I B I O O B I B I O B I O B I I I O O B I O B I B I O,财经,O O O O O O O O O O O O O O O O B-position I-position O O O O O O O O O O O O O O O O O O B-address I-address O O O O O O
湖南师范大学商学院副教授许南博士说，商业银行具有独立的定价权，现在各个银行都在竞争，,B I I I I I I I I B I I B I B I O O B I I I B I B I O B I I O B I B I B I O O B I O,财经,B-organization I-organization I-organization I-organization I-organization I-organization I-organization I-organization I-organization B-position I-position I-position B-name I-name B-position I-position O O O O O O O O O O O O O O O O O O O O O O O O O O
建设银行一年以内收取20元，往年的收取40元。在工商银行，德雅路支行收取打印还贷明细单费用10元，,B I I I B I B I B I O O O O B I O B I O O O O O B I I I O B I I I I B I B I B I B I I B I O O O O,财经,B-company I-company I-company I-company O O O O O O O O O O O O O O O O O O O O B-company I-company I-company I-company O B-company I-company I-company I-company I-company O O O O O O O O O O O O O O O
记者走访了长沙市河西的几家工商银行营业大厅，未发现有关个人账户柜台信息查询收费标准的公示。此后，,B I B I O B I I I I O B I B I I I B I B I O O B I B I B I I I B I B I B I B I B I O B I O B I O,财经,B-position I-position O O O B-address I-address I-address I-address I-address O O O B-company I-company I-company I-company O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
交银国际控股有限公司的研究报告认为，当前银行面对宏观经济的不确定性都尽量优先争抢优质项目和客户资源，,B I I I I I I I I I O B I B I B I O B I B I B I B I I I O B I I I O B I B I B I B I B I O B I I I O,财经,B-company I-company I-company I-company I-company I-company I-company I-company I-company I-company O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
工行信贷管理部的一位人士称，与去年1月比，今年1月新增信贷规模可能超万亿也可以理解。,B I I I I I I O B I B I O O O B I O O O O B I O O B I B I B I B I O B I O B I B I O,财经,B-company I-company I-company I-company I-company I-company I-company O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
交银国际预测，全年信贷增量5万亿-5.3万亿余元，第二季度信贷增速有望过20%，,B I B I B I O B I B I B I O B I O O O O O B I I O B I I I B I B I B I O O O O O,财经,B-company I-company O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
人民银行成都分行征信管理处相关负责人表示，个人信用报告是全面、客观记录每个人信用活动的一份“档案”，,B I I I I I I I I I I I I B I I I I B I O B I I I B I O B I O B I B I O B I I I B I O B I O B I O O,财经,B-government I-government I-government I-government I-government I-government I-government I-government I-government I-government I-government I-government I-government B-position I-position I-position I-position I-position O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"上海国家会计学院这位老师愤愤不平地说道,并认为按中国的人均收入,和人民币实际购买力,",B I I I I I I I B I B I B I I I O B I O O B I O B I O B I I I O O B I I B I B I I O,财经,B-organization I-organization I-organization I-organization I-organization I-organization I-organization I-organization O O B-position I-position O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"相关部委参与制定细则。同时,财政部方面要求各相关单位于2月底前上报汇总的金融企业薪酬情况。",B I B I B I B I B I O B I O B I I B I B I O B I B I O O B I O B I B I O B I B I B I B I O,财经,O O B-government I-government O O O O O O O O O O B-government I-government I-government O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"香港中文一位老师认为,对于国有金融控股企业,由于出资方是国家,高管通常承担的风险很小,",B I I I B I B I B I O B I B I B I B I B I O B I B I I O B I O B I B I B I O B I B I O,财经,B-organization I-organization I-organization I-organization O O B-position I-position O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
2008年年末，冬日里的信托市场政策暖风频吹。12月初，银监会下发了《银行与信托公司业务合作指引》,O O O O O B I O B I O O B I B I B I B I B I O O O B I O B I I B I O B I I I I I I I I I I I I I I,财经,O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-government I-government I-government O O O B-book I-book I-book I-book I-book I-book I-book I-book I-book I-book I-book I-book I-book I-book I-book
其中，本月中国建设银行发行的私人股权投资类产品“建行财富三号”四期成为亮点。,B I O B I B I I I I I B I O B I B I B I B I I O B I B I B I O B I B I B I O,财经,O O O O O B-company I-company I-company I-company I-company I-company O O O O O O O O O O O O O B-company I-company O O O O O O O O O O O O
资本金比例等的要求。这是银监会在中央及各地方政府不断出台政策救市的大背景下，,B I I B I O O B I O B I B I I O B I O O B I I I B I B I B I B I O O B I O O,财经,O O O O O O O O O O O O B-government I-government I-government O B-government I-government O O B-government I-government I-government I-government O O O O O O O O O O O O O O
银行冻结原告账户的原因是账户异常。石媛告诉记者，此案件境外提取发生地很多，有乌克兰、,B I B I B I B I O B I O B I B I O B I B I B I O O B I B I B I B I I B I O O B I I O,财经,O O O O O O O O O O O O O O O O O B-name I-name O O B-position I-position O O O O O O O O O O O O O O O B-address I-address I-address O
招行理财专家：有效配置基金迎接牛市到来,B I B I I I O B I B I B I B I B I B I,财经,B-company I-company B-position I-position I-position I-position O O O O O O O O O O O O O
北京农商行可申请存量房贷优惠,B I I I I O B I B I B I B I,财经,B-company I-company I-company I-company I-company O O O O O O O O O
工行七折房贷爽约背后:银行业被挤压利润200亿,B I B I B I B I B I O B I I O B I B I O O O O,财经,B-company I-company O O O O O O O O O O O O O O O O O O O O O
当记者来到新闸路石门路银行扎堆的一带，打听出的打折潜规则就更多了。,O B I B I B I I B I I B I B I O B I O B I I O B I B I I O O O O O,财经,O B-position I-position O O B-address I-address I-address B-address I-address I-address O O O O O O O O O O O O O O O O O O O O O O
距央行出台房贷利率7折优惠政策已近4个月，各大银行也分别在本月开始了对存量贷款的七折优惠。,O B I B I B I I I O O B I I I B I O O O O B I B I O B I O B I B I O O B I B I O B I B I O,财经,O B-government I-government O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
对于银行的附加条款，业内人士表示，央行的政策只是规定了利率优惠的下限，并不具有强制性。,B I B I O B I B I O B I I I B I O B I O B I B I B I O B I B I O B I O O O B I B I I O,财经,O O O O O O O O O O O O O O O O O B-government I-government O O O O O O O O O O O O O O O O O O O O O O O O
人民银行出具的信用报告，展示了个人最近24个月的还款记录。因此，如果贷款或信用卡曾发生过逾期记录，,B I I I B I O B I B I O B I O B I B I O O O O O B I B I O B I O B I B I O B I I O B I O B I B I O,财经,B-government I-government I-government I-government O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
央行在网站上刊登了各地个人信用报告查询点的联系方式，个人可持本人身份证前往查询。,B I O B I O B I O B I B I I I B I B I O O B I I I O B I B I B I B I I B I B I O,财经,B-government I-government O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
渣打推可自动提前还款房贷,B I B I B I B I B I B I,财经,B-company I-company O O O O O O O O O O
北京伟嘉安捷相关人士认为，对于购房者来说，转按揭操作程序复杂、办理时间长，,B I I I I I B I B I B I O B I B I I B I O O B I B I I I B I O B I B I O O,财经,B-company I-company I-company I-company I-company I-company O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
此类产品今年仍会继续发行。金融危机让大家的风险意识普遍增强，也有更强烈的意愿主动接受银行的顾问意见。,B I B I B I B I B I B I O B I I I O B I O B I I I B I B I O O O O B I O B I B I B I B I O B I B I O,财经,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-position I-position O O O
渣打银行的结构性产品发行量占全国五强之列。在外资银行中的表现尤为突出。,B I I I O B I I B I B I I O B I B I B I O O B I I I O O B I B I B I O,财经,B-company I-company I-company I-company O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
个人银行财富企划业务部首席投资总监梁大伟在京接受了《证券日报》记者的采访。,B I I I I I I I I I I B I I I I I B I I O O B I O B I I I I I B I O B I O,财经,B-company I-company I-company I-company I-company I-company I-company I-company I-company I-company I-company B-position I-position I-position I-position I-position I-position B-name I-name I-name O O O O O B-book I-book I-book I-book I-book I-book B-position I-position O O O O
